Class,Mean Intensity,Std Intensity,Mean R,Mean G,Mean B,Std R,Std G,Std B,Var R,Var G,Var B
w,60.7228,13.8864668,56.6824,63.122,58.9292,14.74665827,13.69674107,15.49547635,217.4639302,187.600716,240.1097874
w,162.522,43.01172766,143.8792,165.1564,198.0596,35.2281451,42.6298386,68.17582598,1241.022207,1817.303139,4647.943248
w,110.2012,42.94840531,115.0932,111.3312,91.592,43.10350002,42.12777595,48.60571094,1857.911714,1774.749507,2362.515136
w,134.6712,38.14490124,141.5576,133.6268,122.0448,35.31529247,38.64060457,46.52536075,1247.169882,1493.096322,2164.609193
w,128.6812,32.50557439,135.2972,129.8572,105.2752,31.57610603,31.30547569,45.3219358,997.0504722,980.0328082,2054.077865
w,108.9972,41.43630766,122.6624,108.196,77.2728,41.28007299,41.56673651,44.15633114,1704.044426,1727.793584,1949.78158
w,96.1576,38.27872467,104.0896,99.246,59.4472,40.27983083,38.68900469,34.43442481,1622.464772,1496.839084,1185.729612
w,88.5068,48.43283549,101.1896,86.3832,66.1032,50.20602406,48.44055695,45.36415931,2520.644852,2346.487558,2057.90695
w,71.8656,42.15563944,80.346,69.9144,59.56,43.21594016,42.08510274,40.93979971,1867.617484,1771.155873,1676.0672
w,111.7824,45.60200709,120.9008,110.3212,95.3904,43.50333963,45.65496283,53.61124871,1892.540559,2084.375631,2874.165988
w,110.266,51.48623937,116.7792,108.89,100.1276,51.14772377,51.81420944,52.80694006,2616.089647,2684.7123,2788.572918
w,127.294,37.67909187,130.9804,126.9972,119.1812,34.95480533,37.93311472,44.70645106,1221.838416,1438.921192,1998.666767
w,160.5824,8.100124088,140.038,163.2752,200.8284,12.09051513,8.331930446,24.4936023,146.180556,69.42106496,599.9365534
w,161.728,38.02808983,156.2836,163.4136,167.4208,33.54935426,37.76521329,59.14742706,1125.559171,1426.211335,3498.418127
w,36.186,5.046206892,29.7196,39.7384,35.2168,5.331507839,5.028435685,4.962599899,28.42497584,25.28516544,24.62739776
w,39.9184,5.026464109,32.6508,44.0952,38.456,5.111483088,5.100562416,5.044607418,26.12725936,26.01573696,25.448064
w,46.3124,4.228617533,39.5316,49.9816,45.6164,4.201547505,4.231649967,4.36051041,17.65300144,17.90686144,19.01405104
w,43.4796,15.88594296,40.2952,45.3028,42.8184,20.71345594,14.02765526,14.84153029,429.047257,196.7751122,220.2710214
w,108.2252,36.30604474,115.9128,102.2068,118.7032,46.44127901,33.11644959,27.63216802,2156.792396,1096.699234,763.5367098
w,44.0672,19.10981643,37.8728,43.0572,64.4256,19.7760618,19.02182768,18.83776167,391.0926202,361.8299282,354.8612646
w,185.5152,44.91263707,197.4828,183.4824,164.1304,44.06331926,47.01929913,39.78749296,1941.576104,2210.81449,1583.044596
w,98.8592,22.33924295,124.9608,92.8612,61.17,26.7246864,21.67533932,19.85675452,714.2088634,469.8203346,394.2907
w,86.5268,22.16464937,107.0208,82.4424,53.9916,23.73580349,22.05263436,19.16933826,563.3883674,486.3186822,367.4635294
w,70.3176,26.39072432,82.8016,67.3536,52.8332,26.22163682,27.32583699,27.11880119,687.5742374,746.701367,735.4293778
w,71.5348,20.60128125,91.07,67.3088,42.1596,22.31255028,20.49212148,17.16991927,497.8499,419.9270426,294.8061278
w,196.3372,63.13358137,204.3008,197.2152,170.348,57.39480743,66.019931,63.45268864,3294.163919,4358.631289,4026.243696
w,86.114,21.09980578,104.018,82.0976,59.6024,23.18694624,21.15527533,17.3893621,537.634476,447.5456742,302.3899142
w,132.7436,60.41457654,145.62,130.802,109.126,55.57766818,63.54407916,57.52252884,3088.8772,4037.849996,3308.841324
w,160.7776,3.963954874,139.2132,162.6092,207.9896,3.458633511,4.328010555,4.685028478,11.96214576,18.73167536,21.94949184
w,156.6384,18.01376267,135.8884,158.1112,203.3288,14.61218483,17.30885422,31.25427156,213.5159454,299.5964346,976.8294906
w,163.3072,13.73524038,140.4664,164.822,214.0596,11.27113442,13.1986028,24.19400024,127.038471,174.203116,585.3496478
w,125.9524,36.83588107,93.1808,135.1836,164.5108,42.59569123,39.65124325,53.2324965,1814.392911,1572.221091,2833.698683
w,163.0164,14.34503855,140.6064,164.5516,212.8252,11.4614955,13.93852709,25.54391209,131.365879,194.2825374,652.491445
w,125.6344,35.70510239,93.8024,134.5716,163.3016,42.21218016,37.91848195,52.73844364,1781.868154,1437.811273,2781.343437
w,125.2184,38.04939292,92.9512,133.9248,165.4,43.26889898,40.6662802,52.38317287,1872.197619,1653.746345,2743.9968
w,123.9288,35.1675039,92.5472,132.662,161.494,41.08670554,37.27449203,52.78025733,1688.117372,1389.387756,2785.755564
w,104.8184,11.48807301,57.6248,115.6868,172.7572,14.90363798,10.31127081,10.57789432,222.118425,106.3223058,111.8918482
w,165.2048,1.493873141,142.8292,167.1068,213.8652,1.68024622,1.563391749,3.250450578,2.82322736,2.44419376,10.56542896
w,159.9436,18.53268515,138.0064,161.5904,208.1496,14.48256742,17.96370307,32.78326433,209.744759,322.6946278,1074.74242
w,125.6828,36.95474779,93.5164,134.4024,165.4852,42.68281306,39.64128749,52.34394885,1821.822531,1571.431674,2739.888981
w,156.6384,18.01376267,135.8884,158.1112,203.3288,14.61218483,17.30885422,31.25427156,213.5159454,299.5964346,976.8294906
w,125.2184,38.04939292,92.9512,133.9248,165.4,43.26889898,40.6662802,52.38317287,1872.197619,1653.746345,2743.9968
w,142.3004,51.37148392,115.6464,151.3984,165.3376,34.38873896,57.21273003,79.66963553,1182.585367,3273.296477,6347.250826
w,144.784,50.98888255,117.006,153.9456,170.4444,35.48479624,56.28759935,78.23847461,1259.170764,3168.293841,6121.258909
w,127.6608,55.98482065,100.8792,136.9652,150.0172,38.18100846,62.0089541,81.65970918,1457.789407,3845.110389,6668.308104
w,145.3424,49.57577193,117.5,154.2588,172.558,34.45057329,54.29003428,78.41978472,1186.842,2947.407823,6149.662636
w,138.8404,53.24542166,112.2596,147.9848,161.4316,36.18388879,59.23494719,80.6551655,1309.273808,3508.778969,6505.255721
w,114.8028,46.19073405,91.49,124.6968,124.8352,44.77638998,48.03723628,41.61317148,2004.9251,2307.57607,1731.656041
w,73.35,12.9344308,56.5204,82.6584,69.294,14.59693063,12.91709369,23.43973473,213.0703838,166.8513094,549.421164
w,100.6932,31.27498479,79.7236,109.4572,110.538,32.41663775,31.77099571,28.05919022,1050.838403,1009.396168,787.318156
w,72.1348,12.24113675,55.6736,81.5564,66.4964,14.11733201,12.14856448,23.37019442,199.299063,147.587619,546.165987
w,134.0424,64.25064515,105.0296,146.1984,147.3584,61.09860165,67.09734896,58.50871687,3733.039124,4502.054237,3423.269949
w,99.4944,37.92468812,78.9736,108.5836,106.5512,38.93259949,38.28569199,35.89491578,1515.747303,1465.794211,1288.444979
w,71.8008,12.31894149,56.2008,81.12,64.666,15.28980312,12.2994634,20.61335596,233.7780794,151.2768,424.910444
w,62.1168,19.43238425,43.8152,71.7544,60.112,17.30353285,20.0274332,30.52879716,299.412249,401.0980806,932.007456
w,152.4532,59.89005769,125.132,164.9736,159.5584,58.00203596,62.3476327,52.90073903,3364.236176,3887.227303,2798.488189
w,79.8632,25.49964089,61.9292,89.9132,75.1628,22.6789459,26.40553097,35.15007107,514.3345874,697.2520658,1235.527496
w,151.4452,67.54190253,142.262,153.5324,164.6564,69.56504119,67.64750513,62.86322247,4839.294956,4576.18495,3951.784739
w,183.7956,43.91556695,176.8372,186.038,190.5552,46.59492136,43.18950516,41.31382036,2171.086696,1865.333356,1706.831753
w,58.0184,48.87101044,60.1044,60.4296,40.4024,47.23940623,51.24313265,43.24031076,2231.561501,2625.858644,1869.724474
w,154.176,64.63510675,146.0136,156.5956,163.1124,65.05809569,64.44207368,65.2625878,4232.555815,4152.780861,4259.205366
w,41.9844,22.58026033,38.7212,45.4208,32.5392,22.10772423,24.31181868,22.78365342,488.7514706,591.0645274,519.0948634
w,98.4256,56.0389192,99.2232,103.8636,68.128,55.88857291,56.61502446,56.3425134,3123.532582,3205.260995,3174.478816
w,54.7564,52.03077031,50.5396,57.2372,53.0436,49.05195238,52.61235726,58.55267115,2406.094032,2768.060136,3428.415299
w,133.276,68.65555057,124.3928,135.9392,142.754,67.56400305,68.95621439,70.67469621,4564.894508,4754.959503,4994.912684
w,65.1712,24.56542877,62.1852,69.672,50.1552,24.52167411,25.32834807,27.90313088,601.312501,641.525216,778.584713
w,65.3572,38.87803503,63.5628,72.378,34.03,39.66342971,40.10579903,33.37950719,1573.187656,1608.475116,1114.1915
w,22.5908,16.36565169,24.3528,23.714,12.0488,15.27239117,18.828367,11.26072904,233.2459322,354.507404,126.8040186
w,185.702,47.06067994,177.646,187.9216,195.4676,51.60179729,46.26510838,40.19489707,2662.745484,2140.460253,1615.62975
w,40.748,22.55928403,40.2668,43.1836,29.3008,21.45878882,24.59527375,20.09535069,460.4796178,604.927491,403.8231194
w,20.5316,20.60563519,26.2108,18.848,13.6684,18.16383119,23.55827023,15.5797831,329.9247634,554.992096,242.7296414
w,83.1968,30.60242588,66.5324,93.9324,71.4668,17.15643757,33.26582376,77.87647718,294.3433502,1106.61503,6064.745698
w,152.206,20.86057439,118.2888,161.208,194.9076,29.01592312,24.63686539,51.3617276,841.9237946,606.975136,2638.027062
w,125.6236,34.44108481,122.9056,132.0528,99.5976,37.82601074,32.21759166,50.2210521,1430.807089,1037.973212,2522.154074
w,99.6264,29.65747837,94.2496,112.6508,46.798,32.58407126,30.82539309,21.46870271,1061.7217,950.2048594,460.905196
w,58.732,27.37575891,43.7708,68.008,50.3608,29.20484664,29.97895155,18.87439068,852.9230674,898.737536,356.2426234
w,178.5072,34.63581309,155.532,185.3508,203.536,35.50872817,35.12418738,42.82656073,1260.869776,1233.708539,1834.114304
w,110.2652,32.11921028,100.8244,122.672,71.3516,33.0975885,32.51599631,42.93443347,1095.450365,1057.290016,1843.365577
w,57.6088,22.00193997,39.6688,66.4524,59.3004,23.16925347,23.46521967,17.11302895,536.8143066,550.6165342,292.8557598
w,79.8568,22.40825504,76.2512,90.4404,34.7076,23.09881596,23.33497049,18.4122487,533.5552986,544.5208478,339.0109022
w,211.3756,29.98602549,185.4664,219.0104,239.8928,35.50566252,29.25668286,24.44125423,1260.652071,855.9534918,597.3749082
w,116.552,40.84887386,99.6828,128.8008,97.7772,40.52584094,40.22262447,63.10816397,1642.343784,1617.859519,3982.64036
w,91.5016,41.8058321,81.3628,103.0468,58.5928,46.69860786,43.97861992,27.21028828,2180.759976,1934.11901,740.3997882
w,82.8956,26.63441196,76.654,94.4736,39.57,28.08374412,27.92752948,19.62707059,788.696684,779.946903,385.2219
w,52.0632,27.04704061,38.9556,60.0312,45.7412,30.95704166,28.11955595,19.31111138,958.3384286,790.7094266,372.9190226
w,112.0152,23.21719554,95.3412,117.2184,128.6776,22.13187707,26.21627551,58.17310769,489.8199826,687.2931014,3384.110458
w,94.532,21.15435123,94.0512,104.7176,43.2628,23.4028498,21.25201756,24.55627285,547.6933786,451.6482502,603.0105362
w,87.0128,29.83546608,79.7328,99.0056,44.3916,32.73880578,31.05034571,22.00370536,1071.829404,964.1239686,484.1630494
w,49.1784,23.91371517,33.2212,57.286,49.4928,25.2816034,25.52157135,18.29354936,639.1594706,651.350604,334.6539482
w,140.2056,46.96161122,133.4464,143.8492,139.308,48.53462194,48.50456535,71.5230392,2355.609527,2352.692859,5115.545136
w,103.3636,53.23098529,114.8284,103.2108,74.07,55.73654953,51.52660636,60.33063815,3106.562953,2654.991163,3639.7859
w,78.3612,25.76440053,90.8848,81.0072,31.83,30.55043582,25.92843898,20.78790754,933.329129,672.2839482,432.1371
w,83.5632,26.41700221,98.1924,84.0452,42.6736,32.28259256,27.52905296,21.73947246,1042.165782,757.848757,472.604663
w,174.0752,31.91994901,157.3704,179.2592,191.3052,45.17905271,32.60774165,37.66297987,2041.146804,1063.264815,1418.500053
w,144.6324,46.61476665,159.0472,141.0972,124.9672,53.95440457,44.21740553,48.23868701,2911.077772,1955.178952,2326.970924
w,94.174,37.83680383,98.206,95.5288,76.6448,39.82902916,37.10139041,50.51641548,1586.351564,1376.513171,2551.908233
w,76.3404,39.31336322,79.5412,80.0052,49.0592,39.54266939,40.00533431,49.40731621,1563.622703,1600.426773,2441.082895
w,177.784,27.22820126,167.0828,180.9176,189.7844,42.76258112,27.34991792,35.01215099,1828.638344,748.0180102,1225.850717
w,159.0852,39.99731417,168.59,155.95,150.252,49.90844718,38.61183627,29.69938208,2490.8531,1490.8739,882.053296
w,109.66,29.9689506,109.0024,113.2744,92.75,33.5335294,28.78114495,53.08539818,1124.497594,828.3543046,2818.0595
w,80.4084,31.59327792,90.9896,84.3088,32.5552,37.5555787,30.95480322,27.95378602,1410.421492,958.1998426,781.414153
w,92.7992,32.43069656,105.8356,92.5068,60.0388,38.18378416,31.03670655,31.10627741,1458.001373,963.2771538,967.6004946
w,72.1132,35.54221695,79.5872,77.3884,25.3496,39.33641565,37.2416104,23.38247591,1547.353596,1386.937545,546.7401798
w,77.7648,38.45856837,85.6736,78.3664,53.9064,44.10657846,36.9600778,35.11583174,1945.390263,1366.047351,1233.121639
w,139.4308,35.72636577,136.5512,139.87,144.7044,37.19846473,38.03548212,47.64755,1383.725779,1446.6979,2270.289021
w,90.5408,30.697406,96.8644,93.3832,59.2524,29.52678128,30.90594049,48.3038621,871.8308126,955.1771578,2333.263094
w,66.3704,28.83387598,74.0996,70.4448,25.0732,31.98055784,29.92168032,20.11072952,1022.75608,895.306953,404.4414418
w,79.7736,30.3937879,89.254,79.57,55.9328,34.4043585,30.68739644,26.72940486,1183.659884,941.7163,714.4610842
w,141.8584,43.96766937,96.6444,165.9476,136.3792,39.52340507,42.18433897,100.0410126,1562.099549,1779.518454,10008.20421
w,125.3404,35.7842609,83.1312,156.6132,75.0576,40.33667793,37.85166292,83.74411431,1627.047587,1432.748386,7013.076682
w,104.49,23.49606563,43.7912,147.3028,43.388,29.99388609,24.63516008,17.24792904,899.6332026,606.8911122,297.491056
w,99.7628,24.6370318,44.6976,141.692,28.4128,30.34331152,27.53514728,20.15490005,920.7165542,758.184336,406.2199962
w,80.6336,50.68544713,79.8688,83.9896,65.3288,69.65161008,49.84239051,59.38380158,4851.346787,2484.263892,3526.435891
w,116.9148,27.63088744,78.8448,146.984,61.9892,25.29886782,29.95066183,66.50372834,640.032713,897.042144,4422.745883
w,107.33,29.39260281,54.2776,145.8388,48.3568,39.55364633,30.41654837,16.02944459,1564.490938,925.1664146,256.9430938
w,94.9296,21.78310914,34.1276,139.5312,24.838,23.09465995,24.82518533,16.77526024,533.3633182,616.2898266,281.409356
w,82.9268,51.33015334,85.2552,83.6436,73.1256,69.28534963,48.33574846,62.77596534,4800.459673,2336.344579,3940.821825
w,107.838,35.39666306,58.3808,143.282,55.148,45.45791671,37.69948642,24.38851566,2066.422191,1421.251276,594.799696
w,119.9492,35.07414175,74.1024,144.898,111.758,30.68814615,30.16862602,103.664865,941.7623142,910.145996,10746.40424
w,110.6416,27.21578126,60.8684,150.0652,38.3092,44.10309605,24.41824213,13.74787239,1945.083081,596.250549,189.0039954
w,90.63,33.01732121,47.7332,121.9916,41.7596,48.45843185,35.4385825,32.94495117,2348.219618,1255.893129,1085.369808
w,88.4268,50.39943493,94.7076,87.9396,74.49,70.12108172,49.63409264,64.29087882,4916.966102,2463.543152,4133.3171
w,127.1376,42.47378799,106.4064,154.3684,41.3212,57.15077986,44.85815736,38.04958384,3266.211639,2012.254281,1447.770831
w,133.7036,26.0417616,168.5548,122.504,99.9224,36.03380353,39.76956102,56.96529802,1298.434997,1581.617984,3245.045178
w,150.7088,43.42502507,108.2164,173.9344,142.5348,40.79106729,40.77982463,107.7920071,1663.911171,1662.994097,11619.11679
w,97.608,23.62466372,42.9756,133.4328,56.5564,35.6421633,25.02026147,27.53475656,1270.363805,626.0134842,758.162819
w,94.428,40.95484362,72.8392,112.1032,60.0832,57.87634183,44.95395589,52.97728077,3349.670943,2020.85815,2806.592278
w,105.2612,48.7010408,125.368,96.4552,97.774,60.06893853,49.33830959,55.59439292,3608.277376,2434.268793,3090.736524
w,65.7968,23.15045377,51.5344,70.1888,80.5632,21.10419903,23.65392895,27.86598654,445.3872166,559.5083546,776.5132058
w,30.3044,15.76524471,24.892,33.064,30.1304,13.49383326,16.614882,18.55523096,182.083536,276.054304,344.2965958
w,193.8792,11.11894812,190.1464,195.3308,196.8068,12.03149895,11.19913262,11.92133691,144.756967,125.4205714,142.1182738
w,53.94,39.70066498,45.8312,57.0008,59.118,35.71823493,40.47484156,47.9456617,1275.792307,1638.212799,2298.786476
w,65.0976,28.28065194,54.0512,68.4252,76.916,28.04751288,28.24458187,30.22661317,786.6629786,797.756405,913.648144
w,129.4284,70.23411759,124.6844,131.1748,132.5792,69.31978647,70.30841945,72.7777035,4805.232797,4943.273845,5296.594127
w,23.5388,15.57288973,21.0392,25.1624,21.31,13.92020342,15.94967167,18.07460926,193.7720634,254.3920262,326.6915
w,26.6468,9.078614969,20.3708,29.1172,30.0244,7.110084905,9.697270965,12.13470249,50.55330736,94.03706416,147.2510046
w,62.6848,13.70403769,45.3064,67.168,84.7992,12.26196228,13.98578478,17.56106145,150.355719,195.602176,308.3908794
w,30.1056,8.603165036,23.9004,32.8224,32.4028,6.999319956,9.05373173,12.19716984,48.99047984,81.97005824,148.7709522
w,97.8464,59.26120153,89.5936,104.4852,85.258,54.8957379,58.79082395,75.99908049,3013.542039,3456.360981,5775.860236
w,142.8236,85.72786993,137.452,146.36,138.708,84.75235747,85.00179763,93.3662955,7182.962096,7225.3056,8717.265136
w,172.1812,69.0830657,163.8148,176.7344,170.6436,66.06133893,69.50870346,76.79399833,4364.100501,4831.459857,5897.318179
w,93.5044,29.66063352,87.034,98.688,83.9104,27.17261938,28.47447025,49.78831963,738.351244,810.795456,2478.876772
w,85.8464,34.29773764,85.2728,92.0528,55.324,35.25122381,34.65714951,32.75446571,1242.64878,1201.118012,1072.855024
w,50.6784,38.27555582,46.6924,55.148,38.1492,37.87820722,38.60728035,39.23817197,1434.758582,1490.522096,1539.634139
w,73.6532,48.98328827,69.7404,79.1796,55.4548,49.61316164,48.61250193,50.61153976,2461.465808,2363.175344,2561.527957
w,115.2704,68.1661183,111.0936,120.4404,99.6084,67.81471845,66.97031617,77.23357204,4598.836039,4485.023248,5965.024649
w,78.8184,33.83643925,77.6548,86.8292,41.1612,34.28505851,34.38486916,32.09031029,1175.465237,1182.319227,1029.788015
w,56.876,29.06519265,54.2664,63.0764,32.2664,30.10362488,29.73018942,24.53968686,906.228231,883.884163,602.196231
w,142.2292,55.63058033,135.9668,145.0124,144.2684,56.31915569,53.96399027,65.10703465,3171.847298,2912.112246,4238.925961
w,49.1444,45.5851242,46.3628,51.7228,43.112,45.27707561,45.57413697,47.45754583,2050.013576,2077.00196,2252.218656
w,61.1396,55.85803534,55.1856,66.0052,51.9016,56.11113216,55.68200044,57.07969094,3148.459153,3100.485173,3258.091117
w,48.706,33.65944093,42.9432,55.1236,30.9308,34.58680635,33.81676985,32.18986815,1196.247174,1143.573923,1036.187611
w,58.9168,32.60139073,56.5492,66.0236,28.8676,33.13514719,33.40574566,29.09326503,1097.937979,1115.943843,846.4180702
w,69.0896,33.92557696,66.6352,76.5984,37.048,36.09057108,34.66736098,26.59758064,1302.529321,1201.825917,707.431296
w,77.5144,22.64233629,74.1136,84.3372,51.6084,22.99686707,22.60154632,23.81977014,528.855895,510.8298962,567.3814494
w,63.2204,22.69789029,59.9112,68.9176,42.9048,23.52260433,23.41957323,18.69048252,553.3129146,548.4764102,349.334137
w,171.7372,67.39108054,156.7948,176.5892,185.9164,64.60231492,67.25622977,80.71407195,4173.459093,4523.400443,6514.761411
w,155.0908,58.00433221,145.0132,158.18,165.6108,58.95313584,57.77456534,59.07820684,3475.472226,3337.9004,3490.234523
w,84.1716,27.75453393,78.622,90.602,65.6092,26.66080111,26.34557261,42.55976122,710.798316,694.089196,1811.333275
w,60.5668,27.51630676,57.5168,66.3116,39.2888,29.24368167,28.24386846,21.44115189,855.1929178,797.7161054,459.7229946
w,126.8012,44.92399001,127.3216,129.9264,109.3364,46.18903521,43.10214128,55.93050719,2133.426973,1857.794583,3128.221635
w,121.622,32.07420016,119.3492,126.2608,103.79,32.02248053,32.16396716,36.79273162,1025.439259,1034.520783,1353.7051
w,135.5548,54.99564889,132.404,137.3688,134.6968,58.17018467,52.46841323,63.67538355,3383.770384,2752.934387,4054.55447
w,82.5792,45.02716211,78.9068,90.2952,52.538,45.65444681,45.23684402,46.89826176,2084.328514,2046.372057,2199.446956
w,48.5288,28.26909922,44.486,57.0924,15.2044,29.13587829,30.9628917,14.88624266,848.899404,958.7006622,221.6002206
w,38.6432,23.2333014,31.9472,47.3368,11.6496,23.65212067,25.34540917,14.13176634,559.4228122,642.3897658,199.7068198
w,116.2548,41.98465764,106.0064,119.404,127.084,47.0783003,40.49407838,38.36151384,2216.366359,1639.770384,1471.605744
w,74.3516,43.46609687,67.3828,81.844,54.3604,42.58883732,43.04955823,49.53628278,1813.809064,1853.264464,2453.843312
w,64.6048,29.53595465,60.7328,74.4984,23.62,30.60540809,31.63070024,19.45494282,936.6910042,1000.501197,378.4948
w,46.4748,24.41918436,40.1004,55.2888,17.6804,25.30819472,25.83371043,17.2956369,640.5047198,667.3805946,299.1390558
w,69.7444,39.70451698,64.8896,79.5576,32.0292,42.62721914,39.89561733,35.86162778,1817.079812,1591.660282,1286.056347
w,94.6304,25.87731431,81.0736,97.6972,114.59,24.93954657,25.935688,33.39063791,621.980983,672.6599122,1114.9347
w,55.6152,30.25379198,49.7472,63.6216,29.6564,29.88475351,29.80861643,35.35033718,893.0984922,888.5536134,1249.646339
w,52.3676,27.89815174,46.648,61.142,21.8404,28.29060791,29.44774755,20.51876526,800.358496,867.169836,421.0197278
w,77.1344,21.91783604,72.8116,87.4844,35.1312,22.41481888,22.81703216,18.69428754,502.4241054,520.6169566,349.4763866
w,51.3568,30.88672035,44.4556,61.4072,17.7164,31.85254823,33.16268668,19.82872591,1014.584829,1099.763788,393.178371
w,52.1712,32.35351435,47.8016,60.9284,18.6216,34.75366797,34.06890772,21.72937214,1207.817437,1160.690473,472.1656134
w,159.9972,50.88190633,160.1368,158.7756,165.9768,53.09148035,49.82679244,56.78898715,2818.705286,2482.709245,3224.989062
w,116.2848,47.62503217,114.6492,120.2636,100.0748,49.079924,45.62522674,58.12026501,2408.838939,2081.661315,3377.965205
w,63.898,28.59320891,62.3964,72.3512,24.5048,30.11001274,29.64372208,22.87046079,906.612867,878.7502586,523.057977
w,41.8608,21.51075599,37.6444,49.582,13.2404,22.87367807,22.84401182,14.52185277,523.2051486,521.848876,210.8842078
w,43.646,22.54658919,37.0388,53.204,11.8576,22.85711475,24.77729574,14.4343383,522.4476946,613.914384,208.3501222
w,123.926,72.5218679,121.6772,126.5656,116.3544,68.0780743,71.99153906,91.97720588,4634.6242,5182.781697,8459.806401
w,57.6212,17.05682592,70.3208,60.4164,10.0084,19.33275685,18.1137023,10.39089647,373.7554874,328.106211,107.9707294
w,63.3472,43.40388292,68.2232,66.0612,36.6556,37.88304874,44.02087521,59.2441608,1435.125382,1937.837455,3509.870589
w,51.4884,23.26011749,62.5832,53.7804,10.6448,26.79725131,24.8367183,11.99644251,718.0926778,616.8625758,143.914633
w,131.4284,36.4460049,105.7248,137.8276,165.8564,28.20094085,37.92405408,57.83273622,795.293065,1438.233878,3344.625379
w,57.2628,27.48033726,66.0784,59.9848,20.2488,25.28835806,28.48467253,34.68899103,639.5010534,811.376569,1203.326099
w,53.3608,20.37017976,65.2228,55.7384,10.1584,23.04887763,21.73777278,10.98561375,531.2507602,472.5307654,120.6837094
w,60.5596,12.52517656,65.4644,62.308,38.8624,18.68851874,12.89062978,22.90368237,349.2607326,166.168336,524.5786662
w,127.764,72.04115701,120.0416,130.3372,134.9564,73.18859931,71.40796241,74.90596838,5356.571069,5099.097096,5610.904099
w,60.426,14.09736585,68.9224,62.5368,27.4928,19.42273869,14.54938644,23.37087821,377.2427782,211.6846458,546.1979482
w,173.0452,52.65165484,142.748,193.1052,149.2708,59.07850113,43.84685773,84.15819786,3490.269296,1922.546933,7082.602267
w,126.0736,24.21951657,94.704,155.6228,56.4096,25.4078961,25.69209451,21.59565298,645.561184,660.0837202,466.3722278
w,66.604,33.29897272,36.0832,87.0544,41.4192,32.44732774,37.68414309,21.47454939,1052.829078,1420.094641,461.1562714
w,137.6716,48.41279741,107.6036,161.532,93.74,51.73713625,44.12361925,68.90417404,2676.731267,1946.893776,4747.7852
w,98.6876,43.82912737,82.0944,116.3676,51.3148,52.428701,45.55962764,23.87260566,2748.768689,2075.67967,569.901301
w,203.3804,48.98574176,180.8468,216.02,197.7404,53.7521807,40.88473065,80.90537811,2889.29693,1671.5612,6545.680208
w,91.8968,42.26358894,72.8436,108.1476,58.2724,50.40326119,43.64713294,30.68788357,2540.488739,1905.072214,941.7461982
w,119.3796,27.14517091,89.492,146.8084,56.4068,28.32376274,28.79913348,21.48989795,802.235536,829.3900894,461.8157138
w,109.6588,31.25305717,86.4128,133.726,46.7284,33.7216725,32.63979969,26.33607855,1137.151196,1065.356524,693.5890334
w,177.0732,54.55530627,149.6952,195.5504,153.6908,61.32581102,45.48141005,86.80949254,3760.855097,2068.55866,7535.887995
w,118.2996,26.42496244,87.9652,146.2628,53.9232,27.8496533,28.5760203,20.59706051,775.603189,816.5889362,424.2389018
w,106.9824,27.41124751,82.7532,127.7076,63.8772,29.8881965,27.89297586,25.51833302,893.3042898,778.0181022,651.1853202
w,112.0784,51.62335376,98.7184,116.0192,127.0952,53.34087271,51.05091999,50.63588981,2845.248701,2606.196431,2563.993337
w,66.2792,10.21581359,53.4052,70.9312,75.9856,9.408900731,10.16327047,16.05686746,88.52741296,103.2920666,257.8229926
w,171.5092,40.03175134,158.0764,175.2016,187.9588,39.92707556,39.94223025,42.06716894,1594.171363,1595.381757,1769.646703
w,86.4148,28.98695467,75.7092,90.9032,91.4076,29.13036621,28.38337946,34.03722466,848.5782354,805.6162298,1158.532662
w,66.0528,20.84064328,60.3276,71.6672,52.0876,20.98283771,21.39301858,19.44688989,440.2794782,457.6612442,378.1815262
w,149.6916,62.4887549,142.8044,153.038,150.672,62.31556901,61.07671697,70.9062509,3883.230141,3730.365356,5027.696416
w,51.1488,23.09606587,46.3596,57.5048,31.2712,23.0114382,23.4226979,23.75611186,529.5262878,548.622777,564.3528506
w,49.2604,17.60090315,43.9044,56.7228,24.548,17.48050516,19.06637774,15.77199087,305.5680606,363.5267602,248.755696
w,40.6272,14.90624769,34.9412,45.3244,31.4812,14.38321739,15.43289878,14.45907489,206.8769426,238.1743646,209.0648466
w,149.5948,58.38138242,140.8492,153.3588,153.198,58.03202615,56.65579284,69.51798326,3367.716059,3209.878863,4832.749996
w,69.938,53.0028429,65.964,75.852,50.032,52.85243896,51.79893142,61.0597263,2793.380304,2683.129296,3728.290176
w,33.4496,19.24547375,29.8252,39.7336,10.7656,19.35324895,21.19698637,11.28982979,374.548245,449.312231,127.4602566
w,36.0928,25.06969861,31.574,42.8752,13.2296,24.72190373,27.33116216,17.06503102,611.172524,746.992425,291.2152838
w,27.2844,13.53766289,22.6212,31.3332,18.8352,13.61023551,14.38445612,10.20035494,185.2385106,206.9125778,104.047241
w,22.3988,10.84651827,18.4912,25.696,15.2412,10.62255725,11.48945534,9.429476261,112.8387226,132.007584,88.91502256
w,139.3596,61.75766096,127.204,142.752,153.94,63.66003443,60.9825032,61.2590075,4052.599984,3718.865696,3752.666
w,64.3792,29.81012257,54.5804,68.858,67.0112,26.69533922,30.06911099,38.24853297,712.6411358,904.151436,1462.950275
w,37.7256,16.39109223,32.7136,42.5664,26.0264,16.42815799,17.31651209,13.21796138,269.884375,299.861591,174.714503
